"protein","clstr","name"
"WP_014162180.1",3353,"MULTISPECIES IS256 FAMILY TRANSPOSASE BACTERIA"
"WP_131620837.1",3354,"MULTISPECIES HISTIDINE KINASE BACTERIA"
"WP_177952427.1",3355,"MULTISPECIES FADDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_176728372.1",3356,"MULTISPECIES COPROPORPHYRINOGEN III OXIDASE FAMILY PROTEIN BACTERIA"
"WP_141335770.1",3357,"MULTISPECIES HLYD FAMILY EFFLUX TRANSPORTER PERIPLASMIC ADAPTOR SUBUNIT BACTERIA"
"WP_016510902.1",3358,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_214705266.1",3359,"MULTISPECIES DICARBOXYLATEAMINO ACIDCATION SYMPORTER BACTERIA"
"WP_004136083.1",3360,"MULTISPECIES MALTOSE ABC TRANSPORTER SUBSTRATEBINDING PROTEIN BACTERIA"
"WP_107566542.1",3361,"MULTISPECIES ARGEDAPE FAMILY DEACYLASE BACTERIA"
"WP_023301229.1",3362,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_004311259.1",3363,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_024630729.1",3364,"MULTISPECIES GLYCINE BETAINELPROLINE ABC TRANSPORTER ATPBINDING PROTEIN BACTERIA"
"WP_001329504.1",3365,"MULTISPECIES RELAXASEMOBILIZATION NUCLEASE DOMAINCONTAINING PROTEIN BACTERIA"
"WP_112080987.1",3366,"MULTISPECIES RESTRICTION ENDONUCLEASE SUBUNIT S BACTERIA"
"WP_214705090.1",3367,"MULTISPECIES DUF438 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214724198.1",3368,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_073119015.1",3369,"MULTISPECIES OUTER MEMBRANE BETABARREL PROTEIN BACTERIA"
"WP_145332515.1",3370,"MULTISPECIES PENICILLINBINDING PROTEIN PBP4 BACTERIA"
"WP_161170828.1",3371,"MULTISPECIES COENZYME F420 HYDROGENASEDEHYDROGENASE BETA SUBUNIT CTERMINAL DOMAIN BACTERIA"
"WP_072166566.1",3372,"MULTISPECIES O82 FAMILY OANTIGEN FLIPPASE BACTERIA"
"WP_214724714.1",3373,"MULTISPECIES NOINDUCIBLE FLAVOHEMOPROTEIN BACTERIA"
"WP_064096980.1",3374,"MULTISPECIES BETAKETOACYLACYLCARRIERPROTEIN SYNTHASE I BACTERIA"
"WP_150923306.1",3375,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_214728078.1",3376,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_103632090.1",3377,"MULTISPECIES MOLYBDOPTERIN MOLYBDOTRANSFERASE MOEA BACTERIA"
"WP_002294406.1",3378,"MULTISPECIES 30S RIBOSOMAL PROTEIN S1 BACTERIA"
"WP_012726130.1",3379,"MULTISPECIES TOXIC ANION RESISTANCE PROTEIN BACTERIA"
"WP_000575410.1",3380,"MULTISPECIES ALPHA28POLYSIALYLTRANSFERASE FAMILY PROTEIN BACTERIA"
"WP_214706025.1",3381,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_000198472.1",3382,"MULTISPECIES BETAKETOACYLACP SYNTHASE BACTERIA"
"WP_214726000.1",3383,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214708481.1",3384,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_103632614.1",3385,"MULTISPECIES FORMATEDEPENDENT PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE BACTERIA"
"WP_214705150.1",3386,"MULTISPECIES ATPGRASP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142427656.1",3387,"MULTISPECIES RADICAL SAM PROTEIN BACTERIA"
"WP_214727406.1",3388,"MULTISPECIES DUF819 FAMILY PROTEIN BACTERIA"
"WP_123249707.1",3389,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_151877668.1",3390,"MULTISPECIES SITESPECIFIC DNAMETHYLTRANSFERASE BACTERIA"
"WP_143281177.1",3391,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_063084438.1",3392,"MULTISPECIES OLIGOSACCHARIDE FLIPPASE FAMILY PROTEIN BACTERIA"
"WP_006681566.1",3393,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_025068496.1",3394,"MULTISPECIES MOBILIZATION PROTEIN BACTERIA"
"WP_002388450.1",3395,"MULTISPECIES PHAGE PORTAL PROTEIN BACTERIA"
"WP_117664388.1",3396,"MULTISPECIES TRANSPOSASE BACTERIA"
"WP_163871858.1",3397,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_011108541.1",3398,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_142434522.1",3399,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_010710013.1",3400,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_015704030.1",3401,"MULTISPECIES RTCB FAMILY PROTEIN BACTERIA"
"WP_197502257.1",3402,"MULTISPECIES IS3 FAMILY TRANSPOSASE BACTERIA"
"WP_193215170.1",3403,"MULTISPECIES IS110 FAMILY TRANSPOSASE BACTERIA"
"WP_142971962.1",3404,"MULTISPECIES AMINOTRANSFERASE CLASS IIIFOLD PYRIDOXAL PHOSPHATEDEPENDENT ENZYME BACTERIA"
"WP_018615958.1",3405,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_014053560.1",3406,"MULTISPECIES CHLORAMPHENICOLFLORFENICOL EFFLUX MFS TRANSPORTER FLOR BACTERIA"
"WP_010680158.1",3407,"MULTISPECIES DNA CYTOSINE METHYLTRANSFERASE BACTERIA"
"WP_173026407.1",3408,"MULTISPECIES IS3 FAMILY TRANSPOSASE BACTERIA"
"WP_015880511.1",3409,"MULTISPECIES HELIXTURNHELIX DOMAINCONTAINING PROTEIN BACTERIA"
"WP_173405227.1",3410,"MULTISPECIES BIFUNCTIONAL 34DIHYDROXY2BUTANONE4PHOSPHATE SYNTHASEGTP CYCLOHYDROLASE II BACTERIA"
"WP_004327420.1",3411,"MULTISPECIES BACON DOMAINCONTAINING PROTEIN BACTERIA"
"WP_142447248.1",3412,"MULTISPECIES OANTIGEN LIGASE FAMILY PROTEIN BACTERIA"
"WP_214723791.1",3413,"MULTISPECIES SMETHYL5THIORIBOSE KINASE BACTERIA"
"WP_039272877.1",3414,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_085286200.1",3415,"MULTISPECIES MACROLIDE EFFLUX MFS TRANSPORTER MEFC BACTERIA"
"WP_006681119.1",3416,"MULTISPECIES GLYCOGEN SYNTHASE BACTERIA"
"WP_142422714.1",3417,"MULTISPECIES FOURCARBON ACID SUGAR KINASE FAMILY PROTEIN BACTERIA"
"WP_032531832.1",3418,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_204408095.1",3419,"MULTISPECIES ATPBINDING PROTEIN BACTERIA"
"WP_024632782.1",3420,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_003585822.1",3421,"MULTISPECIES FOURCARBON ACID SUGAR KINASE FAMILY PROTEIN BACTERIA"
"WP_130084268.1",3422,"MULTISPECIES TERPENE CYCLASEMUTASE FAMILY PROTEIN BACTERIA"
"WP_214725157.1",3423,"MULTISPECIES 2OXO ACID DEHYDROGENASE SUBUNIT E2 BACTERIA"
"WP_214706692.1",3424,"MULTISPECIES YHYH DOMAINCONTAINING PROTEIN BACTERIA"
"WP_173020415.1",3425,"MULTISPECIES TYPE IV SECRETORY SYSTEM CONJUGATIVE DNA TRANSFER FAMILY PROTEIN BACTERIA"
"WP_061474313.1",3426,"MULTISPECIES NADHFLAVIN OXIDOREDUCTASE BACTERIA"
"WP_008675759.1",3427,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_006680337.1",3428,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214703735.1",3429,"MULTISPECIES SPORULATION INTEGRAL MEMBRANE PROTEIN YLBJ BACTERIA"
"WP_117748429.1",3430,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_142958042.1",3431,"MULTISPECIES DUF4236 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214727505.1",3432,"MULTISPECIES YEEEYEDE FAMILY PROTEIN BACTERIA"
"WP_023342699.1",3433,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_214727685.1",3434,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_053918232.1",3435,"MULTISPECIES PYROPHOSPHATEFRUCTOSE6PHOSPHATE 1PHOSPHOTRANSFERASE BACTERIA"
"WP_214724993.1",3436,"MULTISPECIES STAGE VI SPORULATION PROTEIN D BACTERIA"
"WP_023301298.1",3437,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_071603486.1",3438,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214709657.1",3439,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_139113547.1",3440,"MULTISPECIES IS3 FAMILY TRANSPOSASE BACTERIA"
"WP_000410951.1",3441,"MULTISPECIES ARGININE DEIMINASE BACTERIA"
"WP_149887990.1",3442,"MULTISPECIES ACYLTRANSFERASE BACTERIA"
"WP_010948702.1",3443,"MULTISPECIES IS110 FAMILY TRANSPOSASE BACTERIA"
"WP_214705394.1",3444,"MULTISPECIES ROK FAMILY PROTEIN BACTERIA"
"WP_142437725.1",3445,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_073121964.1",3446,"MULTISPECIES 6PHOSPHOFRUCTOKINASE BACTERIA"
"WP_002320988.1",3447,"MULTISPECIES ABI FAMILY PROTEIN BACTERIA"
"WP_214708769.1",3448,"MULTISPECIES TETRATRICOPEPTIDE REPEAT PROTEIN BACTERIA"
"WP_061529119.1",3449,"MULTISPECIES ATPGRASP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_131625368.1",3450,"MULTISPECIES 5AMINOLEVULINATE SYNTHASE BACTERIA"
"WP_032084014.1",3451,"MULTISPECIES EREA FAMILY ERYTHROMYCIN ESTERASE BACTERIA"
"WP_024632975.1",3452,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214728191.1",3453,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_035386722.1",3454,"MULTISPECIES GLYCOSYLTRANSFERASE EXOSORTASE A SYSTEMASSOCIATED BACTERIA"
"WP_214705814.1",3455,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_011114072.1",3456,"MULTISPECIES PLASMID REPLICATION INITIATOR TRFA BACTERIA"
"WP_086816680.1",3457,"MULTISPECIES ISL3 FAMILY TRANSPOSASE BACTERIA"
"WP_009247026.1",3458,"MULTISPECIES TETRACYCLINE EFFLUX MFS TRANSPORTER TET40 BACTERIA"
"WP_002584949.1",3459,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_008765728.1",3460,"MULTISPECIES TETRATRICOPEPTIDE REPEAT PROTEIN BACTERIA"
"WP_050513936.1",3461,"MULTISPECIES DUF932 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_047795567.1",3462,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_010745208.1",3463,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_004177151.1",3464,"MULTISPECIES PHAGE MAJOR CAPSID PROTEIN BACTERIA"
"WP_214726404.1",3465,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_119843524.1",3466,"MULTISPECIES MULTIDRUG EFFFLUX MFS TRANSPORTER BACTERIA"
"WP_136676034.1",3467,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_214723102.1",3468,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_015881137.1",3469,"MULTISPECIES TYPE II SECRETION SYSTEM F FAMILY PROTEIN BACTERIA"
"WP_214722616.1",3470,"MULTISPECIES BENZOATEH SYMPORTER BENE FAMILY TRANSPORTER BACTERIA"
"WP_214727812.1",3471,"MULTISPECIES NUPCNUPG FAMILY NUCLEOSIDE CNT TRANSPORTER BACTERIA"
"WP_214710376.1",3472,"MULTISPECIES DUF58 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214707648.1",3473,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_103633590.1",3474,"MULTISPECIES AMIDOHYDROLASE BACTERIA"
"WP_002329089.1",3475,"MULTISPECIES IS110 FAMILY TRANSPOSASE BACTERIA"
"WP_214709720.1",3476,"MULTISPECIES CAMS FAMILY SEX PHEROMONE PROTEIN BACTERIA"
"WP_002362795.1",3477,"MULTISPECIES PHAGE MAJOR CAPSID PROTEIN BACTERIA"
"WP_015704485.1",3478,"MULTISPECIES CAPSULAR POLYSACCHARIDE BIOSYNTHESIS PROTEIN BACTERIA"
"WP_011367008.1",3479,"MULTISPECIES EFFLUX RND TRANSPORTER PERIPLASMIC ADAPTOR SUBUNIT BACTERIA"
"WP_163871957.1",3480,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_005854242.1",3481,"MULTISPECIES AMINOPEPTIDASE BACTERIA"
"WP_214703749.1",3482,"MULTISPECIES NUCLEOTIDYLTRANSFERASE BACTERIA"
"WP_009288528.1",3483,"MULTISPECIES TNIQ FAMILY PROTEIN BACTERIA"
"WP_064845408.1",3484,"MULTISPECIES SARCOSINE OXIDASE SUBUNIT BETA FAMILY PROTEIN BACTERIA"
"WP_001291561.1",3485,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_058905359.1",3486,"MULTISPECIES ALANINE TRANSAMINASE ALAA BACTERIA"
"WP_214705523.1",3487,"MULTISPECIES COA TRANSFERASE BACTERIA"
"WP_020079552.1",3488,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_147538911.1",3489,"MULTISPECIES ARGININOSUCCINATE SYNTHASE BACTERIA"
"WP_115338938.1",3490,"MULTISPECIES BPPU FAMILY PHAGE BASEPLATE UPPER PROTEIN BACTERIA"
"WP_152605707.1",3491,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214709312.1",3492,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_006680232.1",3493,"MULTISPECIES PYRIDOXAL PHOSPHATEDEPENDENT AMINOTRANSFERASE BACTERIA"
"WP_025999345.1",3494,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_016809195.1",3495,"MULTISPECIES O8 FAMILY OANTIGEN EXPORT ABC TRANSPORTER ATPBINDING SUBUNIT BACTERIA"
"WP_214725430.1",3496,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002508590.1",3497,"MULTISPECIES PYRIMIDINE NUCLEOSIDE TRANSPORTER NUPC BACTERIA"
"WP_008666176.1",3498,"MULTISPECIES IS256 FAMILY TRANSPOSASE BACTERIA"
"WP_154398334.1",3499,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_085949589.1",3500,"MULTISPECIES IS3 FAMILY TRANSPOSASE BACTERIA"
"WP_140455326.1",3501,"MULTISPECIES EFFLUX RND TRANSPORTER PERIPLASMIC ADAPTOR SUBUNIT BACTERIA"
"WP_214728310.1",3502,"MULTISPECIES HOMOSERINE DEHYDROGENASE BACTERIA"
"WP_103632664.1",3503,"MULTISPECIES C40 FAMILY PEPTIDASE BACTERIA"
"WP_008810228.1",3504,"MULTISPECIES FEFE HYDROGENASE HCLUSTER MATURATION GTPASE HYDF BACTERIA"
"WP_229068604.1",3505,"MULTISPECIES UV DNA DAMAGE REPAIR ENDONUCLEASE UVSE BACTERIA"
"WP_214705766.1",3506,"MULTISPECIES IRONCONTAINING ALCOHOL DEHYDROGENASE BACTERIA"
"WP_189667187.1",3507,"MULTISPECIES DNA SULFUR MODIFICATION PROTEIN DNDB BACTERIA"
"WP_096376348.1",3508,"MULTISPECIES NAH ANTIPORTER NHAA BACTERIA"
"WP_004244666.1",3509,"MULTISPECIES NICOTINATE PHOSPHORIBOSYLTRANSFERASE BACTERIA"
"WP_214724488.1",3510,"MULTISPECIES EAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_163872223.1",3511,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_163875101.1",3512,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 4 PROTEIN BACTERIA"
"WP_214726924.1",3513,"MULTISPECIES NASCENT POLYPEPTIDEASSOCIATED COMPLEX SUBUNIT FAMILY PROTEIN BACTERIA"
"WP_081119019.1",3514,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_008766275.1",3515,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_035585790.1",3516,"MULTISPECIES ATPGRASP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_055218916.1",3517,"MULTISPECIES IS110 FAMILY TRANSPOSASE BACTERIA"
"WP_214706129.1",3518,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002934964.1",3519,"MULTISPECIES CCA TRNA NUCLEOTIDYLTRANSFERASE BACTERIA"
"WP_214729349.1",3520,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_142449094.1",3521,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_002286197.1",3522,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_206673011.1",3523,"MULTISPECIES RESTRICTION ENDONUCLEASE SUBUNIT S BACTERIA"
"WP_214775063.1",3524,"MULTISPECIES ACETATE KINASE BACTERIA"
"WP_214705006.1",3525,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_030092972.1",3526,"MULTISPECIES MOBAMOBL FAMILY PROTEIN BACTERIA"
"WP_116704864.1",3527,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_214708331.1",3528,"MULTISPECIES METHIONINE GAMMALYASE BACTERIA"
"WP_214706121.1",3529,"MULTISPECIES ROK FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_131625282.1",3530,"MULTISPECIES TRYPTOPHAN SYNTHASE SUBUNIT BETA BACTERIA"
"WP_016278433.1",3531,"MULTISPECIES TYROSINETYPE RECOMBINASEINTEGRASE BACTERIA"
"WP_130955380.1",3532,"MULTISPECIES REPB FAMILY PLASMID REPLICATION INITIATOR PROTEIN BACTERIA"
"WP_086414226.1",3533,"MULTISPECIES POLYSULFIDE REDUCTASE NRFD BACTERIA"
"WP_177939562.1",3534,"MULTISPECIES FADDEPENDENT OXIDOREDUCTASE BACTERIA"
"WP_142962344.1",3535,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_214727460.1",3536,"MULTISPECIES BENZOATEH SYMPORTER BENE FAMILY TRANSPORTER BACTERIA"
"WP_214703941.1",3537,"MULTISPECIES BIFUNCTIONAL PHOSPHOPANTOTHENOYLCYSTEINE DECARBOXYLASEPHOSPHOPANTOTHENATECYSTEINE LIGASE COABC BACTERIA"
"WP_002506233.1",3538,"MULTISPECIES GLYCOSYL TRANSFERASE BACTERIA"
"WP_024631093.1",3539,"MULTISPECIES HEAT REPEAT DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214688698.1",3540,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_214723234.1",3541,"MULTISPECIES EFFLUX RND TRANSPORTER PERIPLASMIC ADAPTOR SUBUNIT BACTERIA"
"WP_214705524.1",3542,"MULTISPECIES COA TRANSFERASE BACTERIA"
"WP_006680986.1",3543,"MULTISPECIES CHORISMATE SYNTHASE BACTERIA"
"WP_214705004.1",3544,"MULTISPECIES M20 FAMILY METALLOPEPTIDASE BACTERIA"
"WP_002511908.1",3545,"MULTISPECIES ACYLCOA DEHYDROGENASE FAMILY PROTEIN BACTERIA"
"WP_029376492.1",3546,"MULTISPECIES PLASMID RECOMBINATION PROTEIN BACTERIA"
"WP_001352368.1",3547,"MULTISPECIES IS4 FAMILY TRANSPOSASE BACTERIA"
"WP_214703692.1",3548,"MULTISPECIES FTSWRODASPOVE FAMILY CELL CYCLE PROTEIN BACTERIA"
"WP_214724208.1",3549,"MULTISPECIES DHHA1 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_011114068.1",3550,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_047211192.1",3551,"MULTISPECIES PUTATIVE GLYCOSIDE HYDROLASE BACTERIA"
"WP_073125301.1",3552,"MULTISPECIES ADPFORMING SUCCINATECOA LIGASE SUBUNIT BETA BACTERIA"
"WP_214708317.1",3553,"MULTISPECIES TRNA 4THIOURIDINE8 SYNTHASE THII BACTERIA"
"WP_142437471.1",3554,"MULTISPECIES ARAC FAMILY TRANSCRIPTIONAL REGULATOR BACTERIA"
"WP_214725075.1",3555,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_039369416.1",3556,"MULTISPECIES TRANSPORTER SUBSTRATEBINDING DOMAINCONTAINING PROTEIN BACTERIA"
"WP_094911297.1",3557,"MULTISPECIES DUF418 DOMAINCONTAINING PROTEIN BACTERIA"
"WP_023278815.1",3558,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_002359134.1",3559,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_055228730.1",3560,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_149876001.1",3561,"MULTISPECIES PIRIN BACTERIA"
"WP_206378511.1",3562,"MULTISPECIES WCAI FAMILY GLYCOSYLTRANSFERASE BACTERIA"
"WP_000843538.1",3563,"MULTISPECIES DNA CYTOSINE METHYLTRANSFERASE BACTERIA"
"WP_004303986.1",3564,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_015881046.1",3565,"MULTISPECIES DICARBOXYLATEAMINO ACIDCATION SYMPORTER BACTERIA"
"WP_065804304.1",3566,"MULTISPECIES NATRANSPORTING MALONATE DECARBOXYLASE CARBOXYBIOTIN DECARBOXYLASE SUBUNIT BACTERIA"
"WP_024631298.1",3567,"MULTISPECIES GFOIDHMOCA FAMILY OXIDOREDUCTASE BACTERIA"
"WP_001106093.1",3568,"MULTISPECIES IS110 FAMILY TRANSPOSASE BACTERIA"
"WP_102872587.1",3569,"MULTISPECIES CDPGLYCEROL GLYCEROPHOSPHOTRANSFERASE FAMILY PROTEIN BACTERIA"
"WP_012726792.1",3570,"MULTISPECIES METHIONINE ADENOSYLTRANSFERASE BACTERIA"
"WP_006681229.1",3571,"MULTISPECIES CATIONPROTON ANTIPORTER BACTERIA"
"WP_006681298.1",3572,"MULTISPECIES ABC TRANSPORTER PERMEASE BACTERIA"
"WP_214724930.1",3573,"MULTISPECIES L2HYDROXYGLUTARATE OXIDASE BACTERIA"
"WP_130083253.1",3574,"MULTISPECIES TETRAACYLDISACCHARIDE 4KINASE BACTERIA"
"WP_050267888.1",3575,"MULTISPECIES PLASMID RECOMBINATION PROTEIN BACTERIA"
"WP_005786079.1",3576,"MULTISPECIES MACROLIDE EFFLUX MFS TRANSPORTER MEFEN2 BACTERIA"
"WP_142430986.1",3577,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_015493083.1",3578,"MULTISPECIES AAA FAMILY ATPASE BACTERIA"
"WP_079345658.1",3579,"MULTISPECIES CYTOCHROME P450 BACTERIA"
"WP_118595551.1",3580,"MULTISPECIES GTPBINDING PROTEIN BACTERIA"
"WP_214704592.1",3581,"MULTISPECIES STAGE II SPORULATION PROTEIN P BACTERIA"
"WP_214705430.1",3582,"MULTISPECIES M20 FAMILY METALLOPEPTIDASE BACTERIA"
"WP_060789881.1",3583,"MULTISPECIES REPB FAMILY PLASMID REPLICATION INITIATOR PROTEIN BACTERIA"
"WP_015979255.1",3584,"MULTISPECIES PROPHAGE TAIL FIBER NTERMINAL DOMAINCONTAINING PROTEIN BACTERIA"
"WP_215975306.1",3585,"MULTISPECIES GLYCOSIDE HYDROLASE FAMILY 27 PROTEIN BACTERIA"
"WP_214705237.1",3586,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_002212985.1",3587,"MULTISPECIES TYPE III SECRETION SYSTEM TRANSLOCON SUBUNIT YOPB BACTERIA"
"WP_214706427.1",3588,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_008765897.1",3589,"MULTISPECIES GLYCOSYLTRANSFERASE FAMILY 2 PROTEIN BACTERIA"
"WP_205966351.1",3590,"MULTISPECIES FECR DOMAINCONTAINING PROTEIN BACTERIA"
"WP_040318683.1",3591,"MULTISPECIES PHOSPHOGLYCERATE DEHYDROGENASE BACTERIA"
"WP_214704873.1",3592,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_099325874.1",3593,"MULTISPECIES ELONGATION FACTOR TU BACTERIA"
"WP_223841872.1",3594,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214707488.1",3595,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214726592.1",3596,"MULTISPECIES PLPDEPENDENT AMINOTRANSFERASE FAMILY PROTEIN BACTERIA"
"WP_214727455.1",3597,"MULTISPECIES CYSTATHIONINE GAMMASYNTHASE FAMILY PROTEIN BACTERIA"
"WP_003031541.1",3598,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_023516925.1",3599,"MULTISPECIES AMINOTRANSFERASE CLASS IIIFOLD PYRIDOXAL PHOSPHATEDEPENDENT ENZYME BACTERIA"
"WP_022461100.1",3600,"MULTISPECIES GLYCOSYLTRANSFERASE BACTERIA"
"WP_173815256.1",3601,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_058324885.1",3602,"MULTISPECIES BASEPLATE JGP47 FAMILY PROTEIN BACTERIA"
"WP_129552163.1",3603,"MULTISPECIES TRANSPOSASE BACTERIA"
"WP_003585882.1",3604,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214707738.1",3605,"MULTISPECIES HDGYP DOMAINCONTAINING PROTEIN BACTERIA"
"WP_214722649.1",3606,"MULTISPECIES METALLOPHOSPHOESTERASE FAMILY PROTEIN BACTERIA"
"WP_081499421.1",3607,"MULTISPECIES ISL3 FAMILY TRANSPOSASE BACTERIA"
"WP_214726853.1",3608,"MULTISPECIES FADBINDING OXIDOREDUCTASE BACTERIA"
"WP_152605740.1",3609,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_039344272.1",3610,"MULTISPECIES BENZOATEH SYMPORTER BENE FAMILY TRANSPORTER BACTERIA"
"WP_214707787.1",3611,"MULTISPECIES GLYCOSYLTRANSFERASE BACTERIA"
"WP_214728183.1",3612,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_162933629.1",3613,"MULTISPECIES GLYCOSYL HYDROLASE FAMILY 28 PROTEIN BACTERIA"
"WP_013982218.1",3614,"MULTISPECIES ISL3 FAMILY TRANSPOSASE BACTERIA"
"WP_000044511.1",3615,"MULTISPECIES BASEPLATE JGP47 FAMILY PROTEIN BACTERIA"
"WP_214705387.1",3616,"MULTISPECIES SITESPECIFIC INTEGRASE BACTERIA"
"WP_001831368.1",3617,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
"WP_035391404.1",3618,"MULTISPECIES MFS TRANSPORTER BACTERIA"
"WP_214705513.1",3619,"MULTISPECIES HYPOTHETICAL PROTEIN BACTERIA"
